lambda_vac_A,A_ul,upper_id,lower_id,g_upper,g_lower,E_cm1,E_lower_cm1
4926.1445,549700.0,y3Do_J2,a3P_J2,5.0,5.0,20299.851131041727,18378.19
4941.0654,13900.0,z5Fo_J4,a5F_J5,9.0,11.0,20238.550171790885,6928.27
4995.5228,31800.0,z5Fo_J3,a5F_J4,7.0,9.0,20017.92485062825,7376.76
5013.4662,55000.0,z5Fo_J5,a5F_J5,11.0,11.0,19946.279881172828,6928.27
5042.4773,42900.0,z5Fo_J2,a5F_J3,5.0,7.0,19831.522097283414,7728.06
5043.1616,235000.0,z3Fo_J3,a3F_J4,7.0,9.0,19828.831183993785,11976.24
5051.2278,2297000.0,y3Do_J3,a3P_J2,7.0,5.0,19797.166938303595,18378.19
5053.0433,46500.0,z5Fo_J4,a5F_J4,9.0,9.0,19790.05404525229,7376.76
5080.6386,738000.0,y5Po_J1,a5P_J2,3.0,5.0,19682.565101166612,17726.99
5081.1557,51900.0,z5Fo_J1,a5F_J2,3.0,5.0,19680.562042214136,7985.78
5084.7552,40600.0,z5Fo_J3,a5F_J3,7.0,7.0,19666.63016540108,7728.06
5100.1194,480000.0,y5Po_J2,a5P_J3,5.0,7.0,19607.384093792,17550.18
5108.8708,41800.0,z5Fo_J2,a5F_J2,5.0,5.0,19573.79701205206,7985.78
5109.0642,195000.0,z3Fo_J2,a3F_J3,5.0,7.0,19573.056059855346,12560.93
5111.8373,4930.0,z7Do_J4,a5D_J4,9.0,9.0,19562.437951614775,0.0
5125.1476,72400.0,z5Fo_J1,a5F_J1,3.0,3.0,19511.633186915435,8154.71
5128.788,11400.0,z5Fo_J5,a5F_J4,11.0,9.0,19497.783881883985,7376.76
5132.8982,260000.0,y5Po_J1,a5P_J1,3.0,3.0,19482.170910773177,17927.38
5143.1715,764900.0,y3Do_J1,a3P_J1,3.0,3.0,19443.255975422944,19552.48
5144.3613,24000.0,z5Fo_J4,a5F_J3,9.0,7.0,19438.75909337861,7728.06
5145.1559,7300.0,y3Fo_J3,a5P_J2,7.0,5.0,19435.757038965523,17726.99
5146.5276,67000.0,y5Po_J2,a5P_J2,5.0,5.0,19430.576841752485,17726.99
5152.2742,33000.0,z5Fo_J3,a5F_J2,7.0,5.0,19408.904906497406,7985.78
5153.3461,23900.0,z5Fo_J2,a5F_J1,5.0,3.0,19404.867839169583,8154.71
5167.721,1450.0,z7Do_J5,a5D_J4,11.0,9.0,19350.889879697454,0.0
5168.9275,2720000.0,z3Do_J3,a3F_J4,7.0,9.0,19346.373111249868,11976.24
5170.3373,3830.0,z7Do_J3,a5D_J3,7.0,7.0,19341.09792024594,415.93
5173.0368,446000.0,z3Fo_J4,a3F_J4,9.0,9.0,19331.00495244882,11976.24
5173.6427,2417.0,x5Do_J3,b3F_J4,7.0,9.0,19328.74104352046,20641.11
5196.3881,287000.0,z3Fo_J3,a3F_J3,7.0,7.0,19244.1361337118,12560.93
5200.1585,362000.0,y5Po_J2,a5P_J1,5.0,3.0,19230.183079996503,17927.38
5203.7844,511000.0,y5Po_J3,a5P_J3,7.0,7.0,19216.783846771206,17550.18
5206.0321,2290.0,z7Do_J2,a5D_J2,5.0,5.0,19208.487016436182,704.01
5217.7263,347000.0,z3Fo_J2,a3F_J2,5.0,5.0,19165.43610192815,12968.55
5223.849,7675.0,y3Fo_J2,a3P_J2,5.0,5.0,19142.972930496268,18378.19
5225.7541,2800.0,y3Fo_J4,a5P_J3,9.0,7.0,19135.994171635437,17550.18
5226.9811,1320.0,z7Do_J1,a5D_J1,3.0,3.0,19131.502120793968,888.13
5228.6053,1396000.0,y3Do_J2,a3P_J1,5.0,3.0,19125.559162019745,19552.48
5228.6444,2890000.0,z3Do_J2,a3F_J3,5.0,7.0,19125.416140367088,12560.93
5236.8718,1946.0,x5Do_J3,b3F_J3,7.0,7.0,19095.369109474857,20874.48
5252.1072,228000.0,y5Po_J3,a5P_J2,7.0,5.0,19039.976944872717,17726.99
5254.4833,2947.0,y5Po_J1,a3P_J2,3.0,5.0,19031.366985218127,18378.19
5267.4018,3232.0,x5Do_J4,b3F_J4,9.0,9.0,18984.691845607827,20641.11
5271.0036,1270000.0,z5Do_J4,a5F_J5,9.0,11.0,18971.719161793022,6928.27
5271.8231,3670000.0,z3Do_J1,a3F_J2,3.0,5.0,18968.770025686183,12968.55
5274.8408,966900.0,y3Do_J1,a3P_J0,3.0,1.0,18957.918123329902,20037.81
5308.8374,34800.0,z3Fo_J3,a3F_J2,7.0,5.0,18836.515881989526,12968.55
5323.5213,54130.0,y3Fo_J3,a3P_J2,7.0,5.0,18784.55900984185,18378.19
5324.9897,1426.0,y5Po_J2,a3P_J2,5.0,5.0,18779.379047437404,18378.19
5329.5208,1150000.0,z5Do_J3,a5F_J4,7.0,9.0,18763.413025801492,7376.76
5330.0137,474000.0,z3Do_J3,a3F_J3,7.0,7.0,18761.677854599133,12560.93
5334.3831,43600.0,z3Fo_J4,a3F_J3,9.0,7.0,18746.31014034219,12560.93
5342.5093,521000.0,z3Do_J2,a3F_J2,5.0,5.0,18717.79614871237,12968.55
5372.9831,1050000.0,z5Do_J2,a5F_J3,5.0,7.0,18611.634940746415,7728.06
5398.6285,258000.0,z5Do_J4,a5F_J4,9.0,9.0,18523.223074156704,7376.76
5407.2775,1090000.0,z5Do_J1,a5F_J2,3.0,5.0,18493.594974550502,7985.78
5431.2057,427000.0,z5Do_J3,a5F_J3,7.0,7.0,18412.117957528288,7728.06
5436.0341,1700000.0,z5Do_J0,a5F_J1,1.0,3.0,18395.763926499283,8154.71
5438.099,9183.0,y5Po_J3,a3P_J2,7.0,5.0,18388.778872911287,18378.19
5438.5949,8859.0,y3Do_J3,a3H_J4,7.0,9.0,18387.102153903757,19788.25
5448.3864,25000.0,z3Do_J3,a3F_J2,7.0,5.0,18354.058001466266,12968.55
5448.4303,548000.0,z5Do_J2,a5F_J2,5.0,5.0,18353.910116093437,7985.78
5457.1254,605000.0,z5Do_J1,a5F_J1,3.0,3.0,18324.66594958584,8154.71
5489.2629,249000.0,z3Go_J4,a5P_J3,9.0,7.0,18217.382155261686,17550.18
5499.0434,62500.0,z5Do_J2,a5F_J1,5.0,3.0,18184.981045976107,8154.71
5502.9934,22000.0,z5Do_J4,a5F_J3,9.0,7.0,18171.9280273896,7728.06
5508.3087,50100.0,z5Do_J3,a5F_J2,7.0,5.0,18154.392835681123,7985.78
5565.2388,18090.0,y3Fo_J2,a3P_J1,5.0,3.0,17968.680876730752,19552.48
5568.9374,364200.0,y3Do_J1,b3F_J2,3.0,5.0,17956.747008863847,21038.99
5583.4511,1945.0,x5Do_J4,a3G_J5,9.0,11.0,17910.06999237443,21715.73
5600.0213,1248.0,y5Po_J1,a3P_J1,3.0,3.0,17857.07493648283,19552.48
5616.8557,356500.0,y3Do_J2,b3F_J3,5.0,7.0,17803.555110023568,20874.48
5669.2396,2208.0,y3Do_J2,b3F_J2,5.0,5.0,17639.049864817847,21038.99
5703.1262,377900.0,y3Do_J3,b3F_J4,7.0,9.0,17534.242885945605,20641.11
5837.1906,1161.0,x5Do_J3,b3P_J2,7.0,5.0,17131.52899273154,22838.32
5854.7721,1596.0,z5Po_J3,a3F_J4,7.0,9.0,17080.08412487994,11976.24
5917.8867,21500.0,y3Fo_J4,a3H_J4,9.0,9.0,16897.92405116509,19788.25
5945.2247,2382.0,y5Fo_J2,a5P_J2,5.0,5.0,16820.22211877038,17726.99
5959.9835,1757.0,y5Fo_J3,a5P_J3,7.0,7.0,16778.569940671812,17550.18
5964.8912,1587.0,y5Fo_J1,a5P_J1,3.0,3.0,16764.76513100524,17927.38
6007.2049,8429.0,y3Fo_J2,b3F_J3,5.0,7.0,16646.67705940911,20874.48
6013.875,16900.0,z3Po_J0,a5P_J1,1.0,3.0,16628.213921972107,17927.38
6016.9094,1349.0,y5Fo_J2,a5P_J1,5.0,3.0,16619.828113084102,17927.38
6023.4567,2994.0,y5Fo_J3,a5P_J2,7.0,5.0,16601.76290467897,17726.99
6064.5263,3164.0,y5Fo_J4,a5P_J3,9.0,7.0,16489.33404740944,17550.18
6067.1615,1163000.0,y3Fo_J2,b3F_J2,5.0,5.0,16482.17209975373,21038.99
6084.3942,16100.0,z3Po_J1,a5P_J1,3.0,3.0,16435.489995043386,17927.38
6086.943,70000.0,y3Do_J2,a3G_J3,5.0,7.0,16428.60792355046,22249.43
6138.3134,1010000.0,z3Go_J3,a3H_J4,7.0,9.0,16291.119967905192,19788.25
6138.6925,66200.0,y5Do_J1,a5P_J2,3.0,5.0,16290.113896403835,17726.99
6139.3901,1120000.0,y3Fo_J3,b3F_J3,7.0,7.0,16288.262900902813,20874.48
6153.3198,17700.0,y5Do_J2,a5P_J3,5.0,7.0,16251.390022017058,17550.18
6165.2494,8400.0,z3Po_J2,a5P_J2,5.0,5.0,16219.943997723756,17726.99
6175.0427,231000.0,y5Do_J0,a5P_J1,1.0,3.0,16194.22000110218,17927.38
6181.9128,56000.0,y3Do_J3,a3G_J4,7.0,9.0,16176.222996869188,21999.13
6189.11,3639.0,y3Do_J1,b3P_J2,3.0,5.0,16157.411970380232,22838.32
6193.2708,740000.0,z3Go_J4,a3H_J5,9.0,11.0,16146.557001834957,19621.01
6201.2216,1573.0,y5Po_J3,b3F_J4,7.0,9.0,16125.854944451588,20641.11
6202.0281,90670.0,y3Fo_J3,b3F_J2,7.0,5.0,16123.757968784435,21038.99
6215.1486,190000.0,y5Do_J1,a5P_J1,3.0,3.0,16089.719882160178,17927.38
6221.0012,127000.0,y5Do_J2,a5P_J2,5.0,5.0,16074.582978701243,17726.99
6230.9493,90000.0,y3Do_J1,b3P_J1,3.0,3.0,16048.918902293108,22946.81
6232.4459,1130000.0,y3Fo_J4,b3F_J4,9.0,9.0,16045.065068274398,20641.11
6242.3726,23000.0,z3Po_J2,a5P_J1,5.0,3.0,16019.550002510265,17927.38
6254.2846,319000.0,z3Go_J5,a3H_J6,11.0,13.0,15989.038938202459,19390.17
6255.9878,213600.0,z3Po_J1,a3P_J2,3.0,5.0,15984.68590363939,18378.19
6258.0917,74000.0,z3Go_J4,a3H_J4,9.0,9.0,15979.312032132735,19788.25
6266.8653,68400.0,y5Do_J3,a5P_J3,7.0,7.0,15956.94102440657,17550.18
6271.9577,139000.0,y3Do_J1,b3P_J0,3.0,1.0,15943.985081404486,23051.75
6279.0705,2610.0,y3Do_J3,a3G_J3,7.0,7.0,15925.924067901451,22249.43
6292.283,1028.0,y5Po_J3,b3F_J3,7.0,7.0,15892.482903264203,20874.48
6299.5344,61200.0,y5Do_J2,a5P_J1,5.0,3.0,15874.189051178133,17927.38
6313.2449,24200.0,y3Do_J2,b3P_J2,5.0,5.0,15839.715009313199,22838.32
6319.7651,380000.0,z5Go_J3,a3H_J4,7.0,9.0,15823.372928845092,19788.25
6324.4334,67450.0,y3Fo_J4,b3F_J3,9.0,7.0,15811.693107559644,20874.48
6337.0818,158000.0,y5Do_J3,a5P_J2,7.0,5.0,15780.13400426676,17726.99
6345.902,18000.0,z3Go_J5,a3H_J5,11.0,11.0,15758.201119399573,19621.01
6356.7853,169000.0,y3Do_J2,b3P_J1,5.0,3.0,15731.221880342568,22946.81
6394.3051,1669.0,y5Do_J1,a3P_J2,3.0,5.0,15638.91594725438,18378.19
6395.3679,480000.0,z5Go_J4,a3H_J5,9.0,11.0,15636.317028767024,19621.01
6423.1249,349200.0,z3Po_J2,a3P_J2,5.0,5.0,15568.745985306934,18378.19
6432.6226,177000.0,y5Do_J4,a5P_J3,9.0,7.0,15545.758894669183,17550.18
6464.4989,97000.0,z7Fo_J5,a5F_J4,11.0,9.0,15469.103104031778,7376.76
6464.5119,56000.0,z5Go_J4,a3H_J4,9.0,9.0,15469.071995984723,19788.25
6477.4135,50420.0,z3Go_J3,b3F_J4,7.0,9.0,15438.2609663564,20641.11
6483.661,5680.0,y5Do_J2,a3P_J2,5.0,5.0,15423.38502892116,18378.19
6496.7751,766000.0,z5Go_J5,a3H_J6,11.0,13.0,15392.252072878435,19390.17
6520.1668,113000.0,y3Do_J3,b3P_J2,7.0,5.0,15337.030948349358,22838.32
6548.0466,910000.0,y3Fo_J2,a3G_J3,5.0,7.0,15271.730045415377,22249.43
6576.832,47140.0,z3Go_J3,b3F_J3,7.0,7.0,15204.88891916351,20874.48
6594.7335,740000.0,y3Fo_J3,a3G_J4,7.0,9.0,15163.61502705151,21999.13
6595.6909,52800.0,z5Go_J5,a3H_J5,11.0,11.0,15161.413946793655,19621.01
6609.8502,1084.0,y5Do_J3,a3P_J2,7.0,5.0,15128.935902359783,18378.19
6610.9352,40530.0,z3Go_J4,b3F_J4,9.0,9.0,15126.452910928547,20641.11
6665.2812,572000.0,z3Po_J0,a3P_J1,1.0,3.0,15003.117947971947,19552.48
6679.7974,4164.0,z5Go_J3,b3F_J4,7.0,9.0,14970.51392606608,20641.11
6679.829,634000.0,y3Fo_J4,a3G_J5,9.0,11.0,14970.44310565435,21715.73
6705.4168,18000.0,y3Fo_J3,a3G_J3,7.0,7.0,14913.31605218038,22249.43
6714.5274,2614.0,z3Go_J4,b3F_J3,9.0,7.0,14893.080933737794,20874.48
6748.816,1066.0,z5Go_J2,b3F_J2,5.0,5.0,14817.413898971316,21038.99
6752.0148,140500.0,z3Po_J1,a3P_J1,3.0,3.0,14810.394076742843,19552.48
6808.7216,120000.0,y3Fo_J4,a3G_J4,9.0,9.0,14687.044921913093,21999.13
6841.7175,1263.0,z5Go_J4,b3F_J4,9.0,9.0,14616.212961146088,20641.11
6862.8382,1874.0,y5Po_J1,b3P_J2,3.0,5.0,14571.230893947055,22838.32
6863.8307,7716.0,y5Do_J0,a3P_J1,1.0,3.0,14569.123915017308,19552.48
6877.3426,1156.0,y5Fo_J3,a3H_J4,7.0,9.0,14540.499989051003,19788.25
6913.4186,1582.0,y5Do_J1,a3P_J1,3.0,3.0,14464.623912690606,19552.48
6935.5299,3297.0,y5Fo_J4,a3H_J5,9.0,11.0,14418.508959207284,19621.01
6947.1201,116900.0,z3Po_J2,a3P_J1,5.0,3.0,14394.453897522228,19552.48
6972.396,20330.0,y3Do_J2,c3P_J2,5.0,5.0,14342.272010941433,24335.76
6973.8552,12500.0,y3Do_J2,b3G_J3,5.0,7.0,14339.271053405295,24338.76
6980.7755,175700.0,z3Po_J1,a3P_J0,3.0,1.0,14325.056005597087,20037.81
6981.084,1159.0,y3Fo_J3,b3P_J2,7.0,5.0,14324.422969269528,22838.32
6990.4513,2531.0,y5Fo_J5,a3H_J6,11.0,13.0,14305.2280472936,19390.17
7017.9905,4984.0,y5Do_J2,a3P_J1,5.0,3.0,14249.09309865837,19552.48
7030.5111,28110.0,y3Do_J1,c3P_J1,3.0,3.0,14223.716964190555,24772.02
7102.1512,2324.0,z3Go_J3,a3G_J4,7.0,9.0,14080.24092756572,21999.13
7114.1288,19300.0,y3Do_J3,b3G_J4,7.0,9.0,14056.5349336942,24118.82
7116.5103,4844.0,z3Go_J4,a3G_J5,9.0,11.0,14051.830993626189,21715.73
7153.4412,3380.0,y5Do_J1,a3P_J0,3.0,1.0,13979.28594142914,20037.81
7191.1302,37000.0,y3Do_J2,c3P_J1,5.0,3.0,13906.01994662814,24772.02
7192.1046,87690.0,y3Do_J1,c3P_J0,3.0,1.0,13904.135932616999,25091.6
7225.6486,113000.0,y3Do_J3,c3P_J2,7.0,5.0,13839.588047500676,24335.76
7260.8823,1104.0,z3Do_J3,a5P_J3,7.0,7.0,13772.430934460954,17550.18
7432.5852,2173.0,y5Fo_J3,b3F_J3,7.0,7.0,13454.268913055985,20874.48
7463.575,3459.0,y5Fo_J4,b3F_J4,9.0,9.0,13398.404919894287,20641.11
7473.7985,1346.0,z3Go_J5,a3G_J4,11.0,9.0,13380.077078610027,21999.13
7514.1845,2358.0,z3Do_J2,a3P_J2,5.0,5.0,13308.164046278076,18378.19
7585.8761,300000.0,y3Fo_J2,b3G_J3,5.0,7.0,13182.393000064949,24338.76
7666.4029,340000.0,y3Fo_J3,b3G_J4,7.0,9.0,13043.927028672077,24118.82
7725.3329,27780.0,z3Do_J3,a3P_J2,7.0,5.0,12944.42599360346,18378.19
7750.4017,219000.0,y3Fo_J4,b3G_J5,9.0,11.0,12902.557037785537,23783.62
7943.2723,200200.0,y3Do_J1,a3D_J1,3.0,3.0,12589.270041768556,26406.46
7944.0163,2567.0,y3Fo_J3,a1G_J4,7.0,9.0,12588.09098868541,24574.65
7957.1226,2587.0,y3Fo_J4,b3G_J4,9.0,9.0,12567.356948854855,24118.82
8030.149,33930.0,y3Do_J2,a3D_J3,5.0,7.0,12453.069052641487,26224.97
8074.3838,11050.0,z3Do_J1,a3P_J1,3.0,3.0,12384.846011407088,19552.48
8082.7675,66700.0,y3Do_J1,a3D_J2,3.0,5.0,12372.0000606228,26623.73
8110.5494,1811.0,y5Fo_J3,a3G_J4,7.0,9.0,12329.620974875019,21999.13
8114.3915,2184.0,y5Fo_J4,a3G_J5,9.0,11.0,12323.782997160046,21715.73
8131.5483,1049.0,y5Fo_J2,a3G_J3,5.0,7.0,12297.780977332446,22249.43
8148.9146,5806.0,y3Do_J2,a3D_J1,5.0,3.0,12271.572952795455,26406.46
8241.3924,30440.0,z3Do_J2,a3P_J1,5.0,3.0,12133.871941348163,19552.48
8295.7928,173100.0,y3Do_J2,a3D_J2,5.0,5.0,12054.302995610016,26623.73
8329.3443,957000.0,z5Po_J1,a5P_J2,3.0,5.0,12005.74695897731,17726.99
8344.4976,5865.0,z3Go_J4,b3G_J5,9.0,11.0,11983.944965122884,23783.62
8360.8174,9760.0,z3Go_J3,b3G_J4,7.0,9.0,11960.553043533759,24118.82
8367.9312,166000.0,y3Do_J3,a3D_J3,7.0,7.0,11950.385060527266,26224.97
8390.0768,609000.0,z5Po_J2,a5P_J3,5.0,7.0,11918.84203014685,17550.18
8403.7088,23140.0,z3Do_J1,a3P_J0,3.0,1.0,11899.50798866329,20037.81
8436.0955,1525.0,y5Fo_J1,b3P_J2,3.0,5.0,11853.825030785867,22838.32
8470.7336,263000.0,z5Po_J1,a5P_J1,3.0,3.0,11805.352962581659,17927.38
8516.4113,109000.0,z5Po_J2,a5P_J2,5.0,5.0,11742.035051782903,17726.99
8517.4486,111000.0,z3Go_J3,b3G_J3,7.0,7.0,11740.605044566984,24338.76
8584.6158,74000.0,z3Go_J4,b3G_J4,9.0,9.0,11648.744956064313,24118.82
8614.1689,1270000.0,z3Po_J0,b3P_J1,1.0,3.0,11608.780970152557,22946.81
8623.969,39000.0,z3Go_J5,b3G_J5,11.0,11.0,11595.588991565253,23783.62
8656.7952,3700.0,y3Do_J3,a3D_J2,7.0,5.0,11551.619010231407,26623.73
8664.2792,516000.0,z5Po_J2,a5P_J1,5.0,3.0,11541.640994209882,17927.38
8677.1284,620000.0,z3Po_J1,b3P_J2,3.0,5.0,11524.549988219605,22838.32
8691.0104,774000.0,z5Po_J3,a5P_J3,7.0,7.0,11506.14202463732,17550.18
8692.0869,2586.0,z3Go_J3,a1G_J4,7.0,9.0,11504.71700875425,24574.65
8701.0953,3826.0,z5Go_J3,b3G_J4,7.0,9.0,11492.805968922095,24118.82
8715.5805,33300.0,z5Go_J4,b3G_J5,9.0,11.0,11473.705050397963,23783.62
8731.5411,39370.0,y3Do_J1,a1P_J1,3.0,3.0,11452.731981070328,27543.0
8749.8273,6486.0,z3Go_J4,b3G_J3,9.0,7.0,11428.797000370509,24338.76
8759.5919,352000.0,z3Po_J1,b3P_J1,3.0,3.0,11416.05695123765,22946.81
8807.0429,16220.0,z5Po_J1,a3P_J2,3.0,5.0,11354.54898261027,18378.19
8826.6434,353000.0,z5Po_J3,a5P_J2,7.0,5.0,11329.334999531076,17726.99
8840.8551,383000.0,z3Po_J1,b3P_J0,3.0,1.0,11311.123060935586,23051.75
8870.8649,13440.0,z5Go_J3,b3G_J3,7.0,7.0,11272.857959994408,24338.76
8880.6879,3306.0,z3Go_J5,b3G_J4,11.0,9.0,11260.388961535287,24118.82
8934.2279,5636.0,z3Go_J4,a1G_J4,9.0,9.0,11192.909014555136,24574.65
8945.52,13110.0,y5Do_J1,b3P_J2,3.0,5.0,11178.77999266672,22838.32
8948.7164,26650.0,y5Do_J0,b3P_J1,1.0,3.0,11174.787034261137,22946.81
8977.8655,56000.0,z5Go_J4,b3G_J4,9.0,9.0,11138.505026612394,24118.82
8980.6633,5707.0,y3Do_J2,a1P_J1,5.0,3.0,11135.03498121347,27543.0
8997.098,10610.0,y3Fo_J2,a3D_J1,5.0,3.0,11114.694982759996,26406.46
9002.0264,1060000.0,z3Po_J2,b3P_J2,5.0,5.0,11108.609945867298,22838.32
9013.0665,1056.0,z3Fo_J2,b3F_J2,5.0,5.0,11095.003015899194,21038.99
9016.452,2412.0,z5Po_J2,a3P_J2,5.0,5.0,11090.83706096367,18378.19
9033.1895,6540.0,y5Do_J1,b3P_J1,3.0,3.0,11070.28696785338,22946.81
9090.8124,220000.0,z3Po_J2,b3P_J1,5.0,3.0,11000.116997244382,22946.81
9091.8993,155000.0,z5Go_J5,b3G_J5,11.0,11.0,10998.801977492207,23783.62
9119.6334,9758.0,y5Do_J1,b3P_J0,3.0,1.0,10965.353059038534,23051.75
9121.3836,123000.0,y5Do_J2,b3P_J2,5.0,5.0,10963.249040419703,22838.32
9142.6256,7741.0,y3Fo_J3,a3D_J3,7.0,7.0,10937.776999202506,26224.97
9148.6387,1115.0,z3Fo_J3,b3F_J3,7.0,7.0,10930.587957309977,20874.48
9158.7194,1696.0,z5Go_J4,b3G_J3,9.0,7.0,10918.55702010043,24338.76
9175.7119,4120.0,z3Do_J1,b3F_J2,3.0,5.0,10898.33694538731,21038.99
9176.4798,5513.0,y3Fo_J2,a3D_J2,5.0,5.0,10897.424958097767,26623.73
9212.5516,62000.0,y5Do_J2,b3P_J1,5.0,3.0,10854.756026549689,22946.81
9249.0955,3680.0,z3Do_J2,b3F_J3,5.0,7.0,10811.86803617716,20874.48
9360.9565,1404.0,z5Go_J4,a1G_J4,9.0,9.0,10682.669019987432,24574.65
9361.9792,3164.0,z3Do_J3,b3F_J4,7.0,9.0,10681.50204819938,20641.11
9364.9295,3379.0,z5Po_J3,a3P_J2,7.0,5.0,10678.136979034385,18378.19
9375.4682,1121.0,z3Fo_J4,b3F_J4,9.0,9.0,10666.133985713908,20641.11
9377.6943,2358.0,z5Go_J5,b3G_J4,11.0,9.0,10663.60203275127,24118.82
9488.5564,11750.0,y3Fo_J3,a3D_J2,7.0,5.0,10539.010971152578,26623.73
9559.1264,18170.0,y3Fo_J4,a3D_J3,9.0,7.0,10461.206998999407,26224.97
9927.1102,9963.0,y3Do_J2,a1D_J2,5.0,5.0,10073.42499330772,28604.61
